Timestamp,Dew Point,Contactor Pressure,Natural Gas Moisture,Contactor Temperature,Glycol Moisture,Glycol Level
2022-03-11,-16.54315642222201,183.0,1.1643076395762275,41.110985699576446,0.32,95.33
2022-03-12,-10.219571159994755,184.0,1.835810090191309,41.843095651306825,0.54,95.27
2022-03-13,-12.334643931988836,184.0,1.5783723422557754,44.1480878949006,0.38,95.21
2022-03-14,-8.282304726870166,184.0,2.1040082948094643,47.243667671714725,0.45,95.15
2022-03-15,-11.66379601830431,177.98575783,1.6904512944197037,44.22866030339148,0.4,95.09
2022-03-16,-9.06281412322869,183.09566116,1.998008677167337,45.42150132242688,0.47,95.03
2022-03-17,-10.126523276212424,182.96666718,1.8543402094188224,44.53198232541655,0.45,94.97
2022-03-18,-8.384680562927883,183.66460037,2.091330920254608,44.50342531653577,0.54,94.91
2022-03-19,-9.090439119164785,183.0,1.994770124831158,46.79394164867162,0.43,94.85
2022-03-20,-10.950261924167307,183.0,1.7487377214775155,44.44462966641802,0.42,94.79
2022-03-21,-11.616566949738,181.0,1.6787503255254563,45.70304302841375,0.37,94.73
2022-03-22,-14.01501230837215,183.0,1.4022047379546003,43.71948564464006,0.34,94.67
2022-03-23,-11.03671009526363,182.19551468,1.7427000224670173,46.07527253439983,0.38,94.61
2022-03-24,-10.11026004732389,183.0,1.85627027668038,44.91389750036234,0.44,94.55
2022-03-25,-9.902321696618856,182.0,1.890122069115,43.5861970281777,0.49,94.49
2022-03-26,-11.294269405340856,181.86288452,1.7128806033552162,45.69210179822992,0.38,94.43
2022-03-27,-15.087684304800971,181.02681541,1.3050973305382796,45.22815827294343,0.29,94.37
2022-03-28,-12.134471144356496,181.0,1.6175297931323591,45.44243560252512,0.36,94.31
2022-03-29,-9.766162212305971,181.0,1.9148513981201076,48.99327105520709,0.36,94.25
2022-03-30,-11.23409205541526,182.0,1.719461930192553,47.89125976675032,0.34,94.19
2022-03-31,-12.624196346863584,182.22737122,1.5550119555615032,45.24385147834451,0.35,94.13
2022-04-01,-12.946661821385192,182.99908066,1.515272203726137,45.31640647265614,0.34,94.07
2022-04-02,-24.254188601537408,171.0,0.6745474460008027,39.4378043535576,0.19,94.01
2022-04-04,-27.541028979821817,171.06949234,0.5196586423013416,46.332993746277616,0.11,93.95
2022-04-05,-23.86750768838772,171.70218277,0.6934838382284052,44.2650110198413,0.15,93.89
2022-04-06,-23.494559140086835,174.54399109,0.7066445446895664,44.860369242376805,0.15,93.83
2022-04-07,-20.161264575040263,167.0,0.9391267400341002,41.27867338903953,0.24,93.77
2022-04-08,-29.72509163941652,177.95171547,0.4247823450992272,35.010196289083034,0.15,93.71
2022-04-09,-20.43003960566307,177.0,0.8872546039651992,38.58100825859364,0.27,93.65
2022-04-10,-22.32061568878214,176.99665833,0.7673401965930041,40.55070970266915,0.21,93.59
2022-04-11,-18.13424914518805,177.0,1.0555712011542937,42.03809826088138,0.27,93.53
2022-04-12,-17.022935069136565,176.08333397,1.1506920834087575,42.99832062377615,0.28,93.47
2022-04-13,-17.836462709630723,183.38999939,1.0558762392921082,45.691542083706366,0.23,93.41
2022-04-14,-18.35190223938048,177.04999924,1.0382754788555006,45.78044616371916,0.22,93.35
2022-04-15,-15.155999794447382,177.31666755999998,1.3153065946205686,45.83142955325913,0.28,93.29
2022-04-16,-17.609395483626486,177.0,1.097891646437673,43.5839365100878,0.26,93.23
2022-04-17,-13.99222551973071,177.57880211,1.4308454897926943,42.68055499375421,0.36,93.17
2022-04-18,-14.887373339808846,177.46666718,1.3407853578582445,43.583340207577066,0.32,93.11
2022-04-19,-21.44858796907431,177.86666679,0.8181842754777648,42.82767507238429,0.2,93.05
2022-04-20,-24.13201916812045,180.66555595,0.657898275410448,42.72095964481256,0.16,92.99
2022-04-21,-13.618246505647846,177.48430634,1.4707785354846417,43.23499963500255,0.36,92.93
2022-04-22,-21.323103934741084,177.96666718,0.8258191417890293,43.997942343367605,0.19,92.87
2022-04-23,-17.60031805587937,177.6074028,1.0963005605858576,45.201743751333765,0.24,92.81
2022-04-24,-22.264686958067728,177.67416573,0.7688233627320702,42.5275309478881,0.19,92.75
2022-04-25,-23.29655076242659,177.83333397,0.709270653580729,42.95871672190771,0.17,92.69
2022-04-26,-19.403828134237077,178.61678505,0.9538111641455442,44.14934336017929,0.22,99.89
2022-04-27,-17.541811782069544,178.26510239,1.0985791407861525,42.93496613531186,0.27,99.85
2022-04-28,-15.59204875337332,178.04999924,1.2705368731872964,45.16760645316143,0.28,99.81
2022-04-29,-20.603445761874468,178.68333244000002,0.8704264564041062,46.15240495255173,0.18,99.77
2022-04-30,-15.444034437613482,178.93333244000002,1.2805320297108944,46.12902373455769,0.27,99.73
2022-05-01,-7.49166204546043,179.29999924,2.2585804241765124,46.03801224002477,0.53,99.69
2022-05-02,-23.66522508906371,179.11101913,0.68607918763064,39.39877261429366,0.2,99.65
2022-05-03,-20.018580671434503,178.08356476,0.9120251403493927,43.199737493691806,0.22,99.61
2022-05-04,-22.51502868320108,180.5,0.7466565457836237,44.19109420908632,0.17,99.57
2022-05-05,-14.639282464569987,178.89999962,1.3585944010556483,43.35937054237671,0.33,99.53
2022-05-06,-11.626488509935996,184.77777863,1.6564090136313678,44.28374417554544,0.4,99.49
2022-05-08,-17.978138328232433,191.90898895,1.0157055741924066,37.320712003462894,0.35,99.45
2022-05-09,-10.425909077711935,182.23875046,1.8198304507673744,40.71867344773868,0.58,99.41
2022-05-10,-10.205824603656538,178.29994202,1.8734011133714188,40.67596496546889,0.6,99.37
2022-05-11,-11.55943209610416,179.37361145,1.6950089783312132,42.788853534091366,0.44,99.33
2022-05-12,-14.581302773029677,178.63333321,1.3656279429981204,42.33031647150558,0.35,99.29
2022-05-13,-8.79034786728721,178.0796299,2.0715145470303447,43.91450076294233,0.54,99.25
2022-05-14,-15.735124687916825,177.46366692,1.2597783826875504,43.575157622247175,0.3,99.21
2022-05-15,-7.038583065572823,177.76444435,2.3429478207905854,45.6159378225453,0.58,99.17
2022-05-16,-18.122084314259723,179.0,1.0491786335346238,42.80391321420546,0.26,99.13
2022-05-17,-6.8798111022478565,179.08333397,2.3581562143357746,44.982545950257496,0.63,99.09
2022-05-18,-14.394282513799226,179.0,1.3826711288582476,43.725460883795016,0.33,99.05
2022-05-19,-10.626880936254054,179.99999809,1.807693333769839,42.53133936273481,0.49,99.01
2022-05-20,-19.599994605804227,179.23016357,0.9377291407482686,42.134929736368335,0.24,98.97
2022-05-21,-13.903447295239175,179.03333282,1.4328874507735945,45.060157523241074,0.32,98.93
2022-05-22,-14.620532963145765,185.47083282,1.3304934826451105,43.98326213126656,0.32,98.89
2022-05-23,-13.578832820887214,178.96666718,1.467442010852838,43.81996631894413,0.35,98.85
2022-05-24,-11.663268567851333,178.9858551,1.6846976100108244,45.143791296466325,0.38,98.81
2022-05-25,-10.5173114256105,179.78164673,1.8231780527757928,44.690277204516654,0.43,98.77
2022-05-26,-12.359840986944278,179.03333282,1.60226067722862,44.59718459562575,0.37,98.73
2022-05-27,-9.39666349680789,178.95013809,1.9791799161197277,44.32345491358468,0.49,98.69
2022-05-28,-9.248771374232264,179.21305466,1.998094547342561,43.48314608898863,0.53,98.65
2022-05-29,-9.551606028930166,177.98333359,1.9641999223092328,46.11298699076493,0.43,98.61
2022-05-30,-15.697079159060536,178.43694496,1.2590454190424194,49.02284398696822,0.23,98.57
2022-05-31,-15.740428083415964,178.97522736,1.2526880544511887,44.23955677789657,0.29,98.53
2022-06-01,-13.44718845953804,177.83333397,1.4873484709570843,44.01600471253634,0.35,98.49
2022-06-02,-12.716841212154634,179.63266373,1.5583520716864765,39.78929683136992,0.48,98.45
2022-06-04,-8.4753809691872,168.92027855,2.1874528544072773,42.68163541078862,0.63,98.41
2022-06-05,-5.809167624072302,187.05722046,2.472238804772426,44.14485698610313,0.81,98.37
2022-06-06,-5.454482440843549,165.98333359,2.724726040321965,43.9095476084782,0.86,98.33
2022-06-07,2.3241385793755853,181.39166641,4.330274935723507,41.49949025150459,1.57,98.29
2022-06-08,-16.41684895330522,179.85000038,1.1879783604488234,35.061678487068434,0.46,98.25
2022-06-09,-13.134693476188062,180.06666755999998,1.50974675208036,41.64134764387461,0.41,98.21
2022-06-10,-21.38311734992982,179.18333244000002,0.8185269050524261,37.8773619625912,0.26,98.17
2022-06-11,-21.88916546136136,179.37513924,0.7867324334416158,42.14393489646892,0.2,98.13
2022-06-12,-13.316532485576005,180.0,1.4903321147868764,38.63176094116429,0.49,98.09
2022-06-13,-11.497012728437255,179.34166718,1.7027814067678666,44.47496751880728,0.4,98.05
2022-06-14,-17.8486800514504,179.80926895,1.0679081268604302,43.2196722943314,0.26,98.01
2022-06-15,-18.32015101660068,179.40008354,1.032254135361334,45.82980816503892,0.22,97.97
2022-06-16,-18.02374728383745,191.07316589,1.0149770237967102,43.73451858696452,0.25,97.93
2022-06-17,-16.94916193951542,178.28125,1.148150889231592,45.38116664602671,0.25,97.89
2022-06-18,-21.963827924295515,172.98333359,0.8001905735982622,44.007631567310895,0.18,97.85
2022-06-19,-26.78879948718179,176.0,0.5420758234969488,43.197977332135046,0.12,97.81
2022-06-20,-22.321663399113504,177.04999924,0.7671332007716852,45.593863011253696,0.16,97.77
2022-06-21,-15.86492045501251,178.51874924,1.243197294207204,45.4857390771795,0.27,97.73
2022-06-22,-18.72155765682453,174.11666679,1.020351622712197,46.12763192312716,0.21,97.69
2022-06-23,-15.31907363844124,178.75208282,1.293169430892391,44.87738498063633,0.29,97.65
2022-06-24,-12.870039318927752,173.91666603,1.5722575872738864,42.89320105628202,0.39,97.61
2022-06-26,-25.627833597147745,178.81447792,0.588572246044154,36.38228159141753,0.2,97.57
2022-06-27,-15.527504048773324,177.00208282,1.2812668290334248,31.50005002912748,0.71,97.53
2022-06-28,-29.690927962481965,178.35000038,0.4253623614335938,37.324546340983545,0.13,97.49
2022-06-29,-12.906601801993617,177.48333359,1.5485914032756714,37.53772899231671,0.56,97.45
2022-06-30,-26.833743493663743,174.93541718,0.5422081253671112,38.46917785761242,0.16,97.41
