Timestamp,Sieve,AWMR,Temperature,Pressure,Natural Gas Flow,Campaign
2022-03-03,A,3.997999907,36.32456634,76.21145508,7.2623365,Others
2022-04-03,A,3.821000099,34.06264587,76.27575195,6.620307,Others
2022-04-03,A,3.964999914,32.5381584,76.51564453,7.252949,Others
2022-05-03,A,3.931999922,34.66883845,76.47958984,3.06737375,Others
2022-05-03,A,3.934000015,33.0173249,76.1669043,5.849698,Others
2022-06-03,A,3.901000023,33.1454069,76.38208984,6.5094095,Others
2022-07-03,A,3.907999992,36.79648243,76.3761377,6.5117105,Others
2022-08-03,A,3.505000114,34.02973402,76.20200195,3.2905885,Actual
2022-12-03,A,4.144000053,35.29431416,76.26394043,3.88631325,Actual
2022-03-13,A,4.112999916,34.36846635,76.09493164,4.859137,Others
2022-03-13,A,4.153999805,33.52193783,75.3830957,4.4993555,Others
2022-03-14,A,4.085000038,33.08662051,67.34487305,5.544457,Others
2022-03-15,A,4.321000099,35.48295804,72.50762695,5.786276,Others
2022-03-26,A,4.395999908,35.2267148,72.4960791,6.423242,Others
2022-03-27,A,4.081999779,33.4647853,72.6023877,6.4992525,Others
2022-03-27,A,4.18900013,34.48163295,72.50801758,6.290243,Others
2022-03-28,A,4.256000042,34.89617167,70.85978027,6.3279355,Others
2022-03-29,A,4.147999763,34.56632375,73.01056152,5.6513785,Others
2022-03-29,A,3.98300004,35.73621693,72.83569824,5.515835,Others
2022-03-30,A,3.736000061,34.18471183,72.02301758,5.75699,Others
2022-03-31,A,3.765000105,34.98029874,72.78802246,6.3318775,Others
2022-01-04,A,3.566999912,32.84361025,72.97881348,6.0714875,Others
2022-01-04,A,3.653000116,35.52436054,67.91459473,5.7360665,Others
2022-02-04,A,3.414000034,36.48124682,74.1054541,5.894374,Others
2022-03-04,A,3.45600009,34.14538799,70.01152344,5.121312,Others
2022-03-04,A,3.361999989,36.53626768,73.98352051,5.054038,Others
2022-04-04,A,3.467999935,36.0193493,74.06727051,5.324514,Others
2022-05-04,A,3.494999886,35.77780363,74.04376953,4.5456765,Others
2022-05-04,A,3.704999924,35.19464606,74.25493652,5.2868275,Others
2022-06-04,A,2.977999926,35.43040023,74.3104834,7.283069778,Others
2022-06-04,A,3.5,34.09243573,74.30646973,8.192995186,Others
2022-07-04,A,3.569999933,36.59427402,73.85241699,8.652614711,Others
2022-09-04,A,3.825999975,36.40747034,73.73349121,6.800719066,Actual
2022-09-04,A,3.618000031,34.46874511,73.74114258,7.880025215,Actual
2022-10-04,A,3.321000099,32.72555974,73.48316406,6.637626131,Actual
2022-10-04,A,3.21600008,31.97920069,73.70486328,7.932927303,Actual
2022-11-04,A,3.292000055,31.87137724,73.44950684,7.197924241,Actual
2022-12-04,A,3.380000114,30.41831114,73.43421387,7.460631698,Actual
2022-12-04,A,3.510999918,32.59028821,73.4933252,7.279296116,Actual
2022-04-13,A,3.066999912,31.14654302,73.50335449,7.646263168,Others
2022-04-13,A,3.697000027,29.82243953,73.66083008,7.719161817,Others
2022-04-14,A,3.500999928,30.68101837,73.35210449,7.305109062,Others
2022-04-14,A,3.89199996,32.75901298,73.26024414,6.685453772,Others
2022-04-15,A,3.471999884,32.15645345,73.29654297,8.645113175,Others
2022-04-15,A,3.385999918,30.58902322,73.45370117,6.291710776,Others
2022-04-16,A,3.431999922,32.30208091,73.49533203,7.821195872,Others
2022-04-16,A,2.802999973,31.79841984,73.49317383,8.323931161,Others
2022-04-18,A,3.176000118,33.19266481,73.28644043,7.50618324,Others
2022-04-19,A,3.028000116,32.39711827,73.55203613,8.811243257,Others
2022-04-19,A,3.073999882,35.98210968,73.58784668,7.48870537,Others
2022-04-20,A,2.796999931,32.59221209,73.61169922,8.550380773,Others
2022-04-20,A,2.905999899,32.33543339,73.47171387,7.087147157,Others
2022-04-21,A,2.872999907,31.70343401,73.33254395,7.938193646,Others
2022-04-22,A,3.201999903,32.5796787,73.30139648,6.779893757,Others
2022-04-22,A,3.243000031,34.04589215,73.57583008,6.198500517,Others
2022-04-23,A,3.055999994,33.76683637,73.61402344,7.590831327,Others
2022-04-23,A,2.805000067,34.54641687,73.66416016,6.435541748,Others
2022-04-24,A,3.282999992,33.06361237,72.80577148,7.317067775,Others
2022-04-25,A,3.244999886,32.06748114,73.55516113,6.982761609,Others
2022-04-26,A,3.194999933,31.65513663,73.54180176,8.871360457,Others
2022-04-26,A,3.190999985,30.86810741,73.60116211,7.63940654,Others
2022-04-27,A,3.148999929,34.16049792,73.54012207,7.608941722,Others
2022-04-27,A,3.244999886,30.29215472,73.67903809,6.220497963,Others
2022-04-28,A,3.417000055,30.79067499,68.35370605,7.733721107,Others
2022-04-28,A,3.273999929,30.91861403,73.68233887,8.006539379,Others
2022-04-29,A,3.378999949,33.68357544,73.8190918,6.693659003,Others
2022-04-29,A,3.405999899,30.57194264,65.48847168,7.767889042,Others
2022-04-30,A,3.378000021,28.54397243,74.42519043,7.42914361,Others
2022-04-30,A,3.519999981,30.51041935,75.72450684,6.922103,Others
2022-01-05,A,3.278000116,29.13030841,77.10177734,7.619301674,Others
2022-02-05,A,3.424000025,31.14047485,77.52118652,7.835731697,Others
2022-02-05,A,3.753000021,31.85788554,77.69616211,7.226077817,Others
2022-03-05,A,3.400000095,31.78671641,77.87027832,8.369261409,Others
2022-03-05,A,3.312000036,32.4398698,77.80937012,7.952071733,Others
2022-04-05,A,3.584000111,31.1943551,77.45606934,7.021629456,Others
2022-04-05,A,3.694999933,32.58482448,77.88103516,7.926092195,Others
2022-05-05,A,3.618000031,30.02372256,77.90280273,7.466601606,Others
2022-05-05,A,2.937999964,30.67288726,77.88345703,7.253072457,Others
2022-06-05,A,3.232000113,31.05585467,77.91182617,7.257461114,Others
2022-07-05,A,3.233999968,33.22750835,77.72481934,7.494357686,Others
2022-08-05,A,3.381000042,30.86019245,77.94640137,6.48826749,Actual
2022-08-05,A,3.237999916,31.69385385,77.4137793,6.949700932,Actual
2022-09-05,A,3.049000025,28.52592444,68.84030273,7.007306005,Actual
2022-10-05,A,3.11500001,32.1079619,77.57354492,7.350122828,Actual
2022-10-05,A,3.184999943,32.50342379,78.15970215,8.107281247,Actual
2022-11-05,A,3.187999964,32.33426878,78.78371094,8.149031676,Actual
2022-12-05,A,6.31400013,31.10177858,75.9892334,8.053783815,Actual
2022-12-05,A,3.069999933,30.0281306,77.97105469,8.281501011,Actual
2022-05-13,A,3.286999941,32.64678203,78.00660645,6.405508061,Others
2022-05-14,A,3.322999954,32.71459474,77.98780762,7.944955112,Others
2022-05-15,A,3.348999977,30.09433312,78.06662109,8.376771291,Others
2022-05-15,A,3.292999983,31.42364674,78.47432617,6.447013223,Others
2022-05-16,A,3.352999926,32.78539161,75.74518066,6.520983948,Others
2022-05-17,A,3.323999882,32.55989807,77.92310059,6.469692095,Others
2022-05-17,A,3.153000116,32.4760086,77.64961426,7.184705713,Others
2022-05-18,A,2.964999914,34.2337593,76.53825195,8.601923013,Others
2022-05-19,A,2.65199995,34.16511463,76.84188965,7.053580675,Others
2022-05-20,A,3.391000032,29.68332194,77.02419922,7.682203868,Others
2022-05-21,A,3.490999937,31.84205752,76.72412109,6.232995001,Others
2022-05-22,A,3.197999954,33.29693499,77.62125488,7.658899302,Others
2022-05-23,A,2.990999937,33.57319081,77.80904785,7.698674838,Others
2022-05-23,A,2.506999969,30.93975447,77.25674316,7.727347386,Others
2022-05-24,A,2.095000029,32.70732166,76.43601563,8.579716822,Others
2022-05-25,A,2.223999977,31.569843,75.61963379,7.70146544,Others
2022-07-18,A,9.878000259,30.97453073,77.57217285,7.898882014,Others
2022-07-21,A,11.60700035,29.78480593,77.58898926,7.226766293,Others
2022-07-22,A,9.175999641,30.11129173,77.07164063,7.569016118,Actual
2022-07-22,A,7.604000092,30.90613472,70.04101074,6.995949778,Actual
2022-02-08,A,6.730000019,32.88840521,75.89162109,7.829058363,Others
2022-03-08,A,5.834000111,34.10121186,75.74212402,7.919064468,Others
2022-11-08,A,7.824999809,32.67081084,74.90256836,7.53463713,Actual
2022-10-09,A,9.291999817,37.5048248,73.22932129,7.50127907,Actual
2022-09-14,A,8.494000435,35.42015658,73.40251465,7.543132138,Actual
2022-09-15,A,8.088999748,36.10483797,73.19920898,6.009574135,Actual
2022-09-16,A,7.93900013,36.10037951,72.41088867,5.274357102,Actual
2022-09-16,A,7.315999985,36.00508555,71.36094238,8.281500369,Actual
2022-09-17,A,7.059000015,37.4070241,73.07517578,7.944869029,Actual
2022-09-18,A,7.412000179,35.18913175,73.34947754,8.567159196,Actual
2022-09-19,A,7.070000172,33.78411784,74.26855957,7.737222513,Actual
2022-09-20,A,7.414000034,34.64160115,74.37131348,8.121783371,Actual
2022-09-21,A,7.407999992,35.93576554,74.10572754,8.051991194,Actual
2022-09-23,A,7.321000099,38.40878436,76.94718262,7.810386851,Actual
2022-09-24,A,7.019000053,36.45049642,76.9032959,7.068340423,Actual
2022-09-25,A,6.926000118,35.59239368,76.89542969,6.706638196,Actual
2022-09-28,A,7.05700016,33.87805958,76.93717285,7.394031632,Actual
2022-09-28,A,7.010000229,30.17414473,66.89504395,6.229554407,Actual
2022-09-29,A,6.676000118,34.22858737,76.15558594,7.555566815,Actual
2022-09-30,A,6.863999844,39.19049367,76.13714844,6.582375026,Actual
2022-01-10,A,6.722000122,35.52494068,76.0535498,6.989441693,Others
2022-04-10,A,7.117000103,38.17119613,66.43874023,6.063584929,Others
2022-07-10,A,7.715000153,35.86648708,72.22891113,7.395309216,Others
2022-08-10,A,7.522999763,36.61125637,76.88762695,7.342719968,Actual
2022-09-10,A,7.486999989,38.75921361,68.2553125,6.013304769,Actual
2022-10-10,A,7.43200016,35.69020861,75.71925781,7.654654516,Actual
2022-12-10,A,6.936999798,32.74099812,75.55262207,7.514027347,Actual
2022-10-13,A,6.762000084,35.27491194,76.3679541,7.351983461,Actual
2022-10-14,A,6.606999874,40.27444705,76.39241699,6.917797573,Actual
2022-10-15,A,6.642000198,36.83961809,76.31833984,5.929422006,Actual
2022-10-16,A,6.388999939,38.63116766,75.25029785,6.355410796,Actual
2022-10-17,A,6.947000027,34.00380337,77.18848633,7.924709157,Actual
2022-10-18,A,6.994999886,35.1045692,75.61964355,7.216984069,Actual
2022-10-18,A,6.522999763,38.89816879,76.80211914,6.518240316,Actual
2022-10-19,A,6.31799984,38.29580615,77.38105957,5.33886165,Actual
2022-10-20,A,6.975999832,38.80839449,77.39155273,7.57522703,Actual
2022-10-21,A,6.781000137,39.40292881,77.24067383,7.441868781,Actual
2022-10-24,A,6.840000153,33.50911632,72.75845703,8.181106953,Actual
2022-10-24,A,6.636000156,35.0219357,73.37956055,8.536499794,Actual
2022-10-27,A,6.710999966,31.17225591,73.29235352,7.698381461,Actual
2022-10-29,A,6.827000141,31.25645594,73.18596191,7.547550358,Actual
2022-10-30,A,7.000999928,34.79955322,73.16479004,7.397761555,Actual
2022-02-11,A,7.070000172,33.52952405,72.82373535,10.89306618,Others
2022-03-11,A,6.897999763,34.91782669,73.18817871,10.38925417,Others
2022-04-11,A,6.809999943,33.64506831,73.4180957,6.569809589,Others
2022-05-11,A,6.964000225,33.35659022,73.42181641,10.96498646,Others
2022-06-11,A,6.897999763,33.07889706,73.24760254,10.96307102,Others
2022-08-11,A,6.748000145,31.68769237,73.33716309,9.477884564,Actual
2022-09-11,A,6.519000053,31.75946214,67.77078125,6.036378689,Actual
2022-10-11,A,6.836999893,34.34700491,71.10353027,10.80781163,Actual
2022-11-11,A,6.836999893,35.07578272,73.67814453,10.71667281,Actual
2022-12-11,A,4.617000103,33.84864527,73.8654541,11.32580247,Actual
2022-11-15,A,6.421999931,32.74791171,73.73092285,10.28349775,Actual
2022-11-16,A,6.695000172,34.07100216,73.76192383,10.55010826,Actual
2022-11-17,A,6.609000206,32.51034458,73.00821777,10.79418585,Actual
2022-11-18,A,6.585999966,33.90425166,71.60305176,10.26121238,Actual
2022-11-19,A,6.271999836,33.1635832,71.71286621,11.30643829,Actual
2022-11-20,A,6.734000206,33.28730282,71.42902832,11.061341,Actual
2022-11-24,A,6.710999966,34.06577943,71.61984863,10.29876712,Actual
2022-01-12,A,6.252999783,32.24401636,72.63312012,11.16961549,Others
2022-02-12,A,6.201000214,36.30101308,74.75482422,10.67936627,Others
2022-03-12,A,6.054999828,35.35128218,74.92032227,11.3129932,Others
2022-04-12,A,5.636000156,31.75769788,74.89491211,11.14452508,Others
2022-05-12,A,5.71999979,33.78037634,74.77816406,10.62627858,Others
2022-06-12,A,5.573999882,35.97171389,73.26073242,10.43941832,Others
2022-06-12,A,5.657000065,36.50338824,74.87411133,10.38638839,Others
2022-07-12,A,5.477000237,35.05347356,74.88824219,11.21299564,Others
2022-08-12,A,5.173999786,35.16288002,73.74999512,11.28933929,Actual
2022-09-12,A,5.222000122,31.74241136,75.2884375,11.30385606,Actual
2022-10-12,A,5.690000057,35.84305826,75.32714844,10.54791021,Actual
2022-10-12,A,5.886000156,35.95209877,75.36333008,10.34226332,Actual
2022-11-12,A,5.881000042,33.57709597,74.50227539,11.21507866,Actual
2022-12-14,A,5.775000095,33.74890542,74.87986328,7.541250815,Actual
2022-12-15,A,5.782999992,34.92866785,74.68553711,7.664611912,Actual
2022-12-16,A,5.666999817,32.86058515,73.88608887,6.383054472,Actual
2022-12-17,A,5.573999882,34.90674546,74.30977539,7.260225919,Actual
2022-12-18,A,5.578000069,34.43191605,74.65811035,7.232280543,Actual
2022-12-19,A,5.527999878,34.7612686,75.76078613,7.066294292,Actual
2022-12-23,A,5.261000156,33.62823264,74.42499023,7.185740874,Actual
2022-12-24,A,5.210999966,35.90813041,76.93133301,7.586059157,Actual
2022-12-25,A,5.234000206,37.19723967,77.48821777,3.897922521,Actual
2022-12-26,A,5.644000053,37.80972047,76.16522949,4.982768261,Actual
2022-12-27,A,5.28000021,34.42229042,76.43794922,5.02932679,Actual
2022-12-28,A,5.205999851,35.3645952,77.8485791,5.027526426,Actual
2022-12-28,A,5.320000172,39.64416735,77.55201172,4.491443288,Actual
2022-12-29,A,5.176000118,34.95380667,78.08475586,4.02897197,Actual
2022-12-30,A,5.289000034,37.83262562,76.85159668,3.837786338,Actual
2022-12-31,A,5.315000057,37.32397314,77.26236328,6.222649236,Actual
2023-01-01,A,5.263999939,33.24359964,77.69847168,4.594262529,Actual
2023-01-01,A,5.271999836,37.24093778,73.37086426,4.629707186,Actual
2023-02-01,A,5.534999847,32.14254705,76.80263672,3.901152,Actual
2023-03-01,A,5.28399992,38.14602258,77.6067334,4.906769927,Actual
2023-04-01,A,6.084000111,35.83053395,77.44392578,7.008757376,Actual
2023-04-01,A,2.256000042,33.59711792,77.46933594,8.160708814,Actual
2023-06-01,A,5.198999882,34.60207051,74.20786133,7.655154378,Actual
2023-07-01,A,5.236000061,37.34094345,76.46068848,7.384722402,Actual
2023-08-01,A,5.118999958,36.38328044,77.06196289,7.762639481,Actual
2023-09-01,A,5.797999859,32.54530523,77.23688965,7.62998495,Actual
2023-10-01,A,5.139999866,33.41282442,77.52753418,7.798983943,Actual
2023-11-01,A,5.321000099,36.5672443,77.33019043,7.191063959,Actual
2023-11-01,A,4.993999958,35.03087404,76.89791016,7.253028183,Actual
2023-12-01,A,5.653999805,37.44493367,76.89733887,7.529998955,Actual
2023-01-13,A,5.271999836,33.54440494,76.63068848,8.377344483,Actual
2023-01-14,A,5.15500021,32.71785229,76.86137695,6.755232407,Actual
2023-01-15,A,4.84100008,34.23052384,76.78175293,6.919190532,Actual
2023-01-16,A,4.809999943,30.24105809,67.10650391,6.711989742,Actual
2023-01-17,A,4.936999798,31.01306643,76.89446289,7.108416825,Actual
2023-01-17,A,5.032999992,34.69308827,76.89965332,7.959313583,Actual
2023-01-18,A,5.058000088,33.44792801,76.89589355,8.429434541,Actual
2023-01-19,A,5.157000065,35.44575865,76.88842773,7.736807706,Actual
2023-01-20,A,5.183000088,32.8545919,76.89468262,7.940798838,Actual
2023-01-21,A,5.135000229,32.76046006,76.83789551,7.491375482,Actual
2023-01-23,A,5.073999882,33.01382384,76.39395508,7.246925987,Actual
2023-01-24,A,5.06099987,37.60270715,76.32811523,8.106984449,Actual
2023-01-25,A,4.914000034,36.5030651,76.48080078,9.918310025,Actual
2023-01-26,A,4.943999767,34.98826517,74.89357422,10.781926,Actual
2023-01-26,A,5.883999825,33.6420794,75.38419434,10.36555199,Actual
2023-01-27,A,4.876999855,36.61550027,71.54885254,9.281822281,Actual
2023-01-28,A,4.747000217,37.41558185,73.28692383,6.312283517,Actual
2023-01-31,A,5.255000114,38.56928145,75.39053711,10.97213976,Actual
2023-01-02,A,4.59100008,36.70700525,72.53751465,10.84688014,Actual
2023-02-02,A,4.703999996,37.63385551,75.39648926,10.32121678,Actual
2023-02-02,A,4.355999947,33.68395922,75.40047852,5.334822985,Actual
2023-03-02,A,4.441999912,36.66535853,75.40583496,10.04355275,Actual
2023-04-02,A,4.196000099,36.71526345,75.39066895,10.81981939,Actual
2023-04-02,A,4.453999996,35.48587832,76.26931641,10.08464671,Actual
2023-05-02,A,4.539000034,31.34316429,76.4048877,10.51978258,Actual
2023-06-02,A,4.473999977,30.82146705,76.39057617,10.19310997,Actual
2023-06-02,A,4.741000175,33.18778058,76.39413574,11.00463934,Actual
2023-07-02,A,4.791999817,33.6929589,76.34008789,10.2424923,Actual
2023-08-02,A,4.762000084,34.49776556,75.55938965,10.1540369,Actual
2023-10-02,A,4.362999916,35.01693364,74.97580566,10.90358043,Actual
2023-11-02,A,4.380000114,33.36119364,75.87177734,10.1660127,Actual
2023-12-02,A,4.535999775,35.70619772,75.93748047,10.55403703,Actual
2023-12-02,A,4.672999859,35.59696686,75.87421387,10.80523049,Actual
2023-02-13,A,4.597000122,33.94492034,75.78117188,10.59087561,Actual
2023-02-14,A,4.455999851,34.01879061,75.96106934,10.04416161,Actual
2023-02-14,A,4.914000034,31.46216647,71.61536133,11.14019905,Actual
2023-02-15,A,4.431000233,35.31440756,75.89776855,11.37582865,Actual
2023-02-16,A,4.568999767,31.58353812,75.91068848,11.30540009,Actual
2023-02-16,A,4.718999863,33.72151164,75.81036133,11.05997977,Actual
2023-02-17,A,4.534999847,34.59683512,75.92646973,10.70718028,Actual
2023-02-18,A,4.705999851,34.24121205,76.34601074,10.39352865,Actual
2023-02-18,A,4.84100008,34.38189246,76.1856543,10.90955176,Actual
2023-02-19,A,4.538000107,34.0430641,76.38523926,10.221664,Actual
2023-02-20,A,4.56400013,38.71332112,76.2230957,10.948446,Actual
2023-02-20,A,4.587999821,35.82125174,76.25499023,10.84372359,Actual
2023-02-21,A,4.784999847,39.06341327,74.88633301,6.319351032,Actual
2023-02-22,A,4.375,38.79368052,75.23991699,3.952184946,Actual
2023-02-22,A,4.706999779,38.6790079,75.07416504,2.047669202,Actual
2023-02-23,A,4.197000027,41.36997182,75.41373535,6.99419364,Actual
2023-11-03,A,4.922999859,38.23092197,74.24075195,4.462832046,Actual
2023-12-03,A,4.693999767,38.43863054,74.59003906,4.739265321,Actual
2023-03-13,A,4.802999973,33.56798503,74.51836426,3.935631421,Actual
2023-03-13,A,4.644000053,36.97115949,74.54083496,4.01996457,Actual
2023-03-14,A,4.824999809,37.14201647,74.66212891,7.024038353,Actual
2023-03-16,A,4.794000149,36.259448,74.5753125,7.450881653,Actual
2023-03-17,A,4.806000233,39.65822487,74.62322754,7.751294977,Actual
2023-03-21,A,4.552000046,41.89866437,74.5619043,8.122074921,Actual
2023-03-21,A,4.386000156,33.91272033,67.86091797,7.026254384,Actual
2023-03-22,A,4.359000206,35.39033828,74.55103516,6.454380736,Actual
2023-03-23,A,4.243000031,35.3872761,74.32720703,7.259593161,Actual
2023-03-23,A,4.327000141,40.06405748,74.46824219,7.912304382,Actual
2023-03-24,A,4.302000046,40.3876463,74.54886719,6.669565874,Actual
2023-03-25,A,4.203000069,38.12394584,73.51284668,7.84641792,Actual
2023-03-25,A,4.622000217,40.5284456,74.1865625,7.622022849,Actual
2023-03-26,A,4.238999844,35.00917848,74.32875488,6.220952455,Actual
2023-03-27,A,4.227000237,38.3698051,74.41952148,6.881650953,Actual
2023-03-27,A,4.296000004,38.41281586,74.49589844,7.010117366,Actual
2023-03-28,A,4.241000175,36.4585508,73.99589355,5.501485601,Actual
2023-03-28,A,4.137000084,36.40279441,73.97828125,7.37312336,Actual
2023-03-29,A,4.771999836,36.10695655,75.06332031,7.946050911,Actual
2023-03-30,A,4.883999825,37.0147489,74.50304199,5.349956224,Actual
2023-03-30,A,4.929999828,38.92486947,74.7727002,5.561191539,Actual
2023-03-31,A,4.715000153,37.30074912,74.96987305,6.800053704,Actual
2023-01-04,A,4.653999805,37.31330871,75.3178418,6.549516773,Actual
2023-02-04,A,4.781000137,35.48493938,75.26499023,6.924408484,Actual
2023-06-04,A,4.051000118,34.01213051,66.37887207,6.926822128,Actual
2023-07-04,A,4.09800005,36.64046668,73.51016113,6.219249221,Actual
2023-07-04,A,4.111999989,35.5786662,74.10178223,6.304293112,Actual
2023-08-04,A,4.100999832,35.86744997,73.50669922,6.691011404,Actual
2023-08-04,A,3.990999937,40.47032739,74.96349121,7.589849091,Actual
2023-09-04,A,4.125,34.56466741,74.82230957,7.124996778,Actual
2023-10-04,A,4.058000088,34.8344314,74.90279297,6.424508149,Actual
2023-10-04,A,3.842000008,36.94337234,75.07029297,6.916859794,Actual
2023-11-04,A,3.953000069,33.46563482,74.61310059,6.892494163,Actual
2023-12-04,A,3.785000086,34.31183104,74.77565918,6.818592738,Actual
2023-12-04,A,3.707999945,38.37364824,74.98355957,6.619341911,Actual
2023-04-13,A,3.64199996,37.53533702,75.09986816,6.917602161,Actual
2023-04-13,A,3.631999969,37.9438861,75.19384766,7.340039115,Actual
2023-04-14,A,3.601999998,36.33015181,74.21640137,6.716870274,Actual
2023-04-15,A,3.700999975,35.82506,75.09499023,7.000874207,Actual
2023-04-16,A,4.455999851,36.45306022,74.95933105,7.075003439,Actual
2023-04-17,A,3.822999954,36.42697677,74.13398438,7.145357949,Actual
2023-04-17,A,3.690000057,36.91351776,73.68268555,8.354283738,Actual
2023-04-18,A,3.970999956,30.89085586,70.66148438,7.974419422,Actual
2023-04-19,A,3.828000069,37.06074809,74.97418945,7.105509477,Actual
2023-04-19,A,3.884000063,35.54469241,74.88780273,7.228021911,Actual
2023-04-20,A,3.816999912,34.96354774,74.87801758,6.848607256,Actual
2023-04-20,A,3.690000057,37.88611602,74.86156738,7.093725278,Actual
2023-04-21,A,3.75999999,37.98897723,74.74351074,7.32449691,Actual
2023-04-22,A,3.73300004,35.70793644,74.51276855,6.385942295,Actual
2023-04-22,A,3.907999992,38.22203439,74.71369141,6.693155378,Actual
2023-04-23,A,3.927000046,35.38980856,74.62292969,6.369421915,Actual
2023-04-24,A,3.700000048,38.90597869,74.14049316,7.847618322,Actual
2023-04-24,A,3.809000015,36.07387005,74.78156738,7.159716777,Actual
2023-04-25,A,3.551000118,37.37561485,74.68021484,7.100927802,Actual
2023-04-25,A,3.631000042,36.21082598,73.58596191,7.093896495,Actual
2023-04-26,A,3.809999943,37.58855863,74.42894043,7.074533477,Actual
2023-04-27,A,3.815000057,33.98610975,74.37966309,6.490303822,Actual
2023-04-27,A,3.698999882,35.04106702,74.03422363,7.327889111,Actual
2023-04-28,A,3.61500001,32.02900922,74.57635254,7.146172869,Actual
2023-04-29,A,3.684000015,35.02062896,74.67608398,7.600863059,Actual
2023-04-29,A,3.963999987,34.816303,74.61866699,8.022407066,Actual
2023-04-30,A,4.011000156,31.80974216,74.64257324,7.763812666,Actual
2023-04-30,A,4.287000179,33.91683085,74.71005371,6.326386503,Actual
2023-01-05,A,4.921000004,32.30628603,70.95493652,1.393039063,Actual
2023-02-05,A,4.545000076,31.31179472,69.49405762,0.502313566,Actual
2023-03-05,A,3.868000031,37.22845938,74.87645996,0.813351839,Actual
2023-03-05,A,3.816999912,37.13224162,74.87757813,7.069264455,Actual
